CONTACT_ID,WEEK_ID,ORDER_COUNT,QUANTITIY_COUNT
664255,202236,3,5
664255,202239,2,20
664255,202240,1,10
664255,202244,1,90
664255,202253,1,30
664255,202311,5,104
664255,202312,1,90
664255,202323,1,20
664255,202325,1,5
664255,202326,1,30
664258,202133,2,17
664258,202134,1,3
664258,202211,1,10
664258,202308,1,5
664259,202132,1,30
664259,202134,1,100
664259,202136,13,138
664259,202141,14,425
664259,202143,1,10
664259,202145,1,10
664259,202153,1,100
664259,202211,1,10
664259,202215,1,4
664259,202222,1,20
664259,202225,2,35
664259,202226,1,60
664259,202237,1,20
664259,202248,1,90
664259,202301,1,30
664259,202311,1,100
664259,202312,1,25
664259,202319,2,20
664259,202325,2,34
664260,202140,9,226
664260,202220,4,125
664260,202233,1,80
664260,202249,1,30
664261,202238,1,5
664261,202323,1,30
664261,202325,1,90
664262,202136,1,50
664262,202141,2,60
664262,202144,1,20
664262,202150,1,20
664262,202153,1,40
664262,202210,1,10
664262,202222,1,3
664262,202227,1,20
664262,202240,1,10
664263,202137,2,13
664263,202145,1,20
664263,202149,1,5
664263,202203,3,70
664263,202213,1,5
664263,202215,1,8
664263,202216,1,5
664263,202220,1,20
664263,202223,2,15
664263,202224,2,100
664263,202226,1,10
664263,202234,4,20
664263,202238,1,9
664263,202239,1,15
664263,202241,1,10
664263,202245,6,118
664263,202250,2,30
664263,202317,3,21
664263,202318,3,44
664263,202323,1,9
664264,202221,1,20
664266,202132,2,69
664266,202133,3,50
664266,202135,3,110
664266,202145,5,105
664266,202147,1,90
664266,202150,1,20
664266,202211,1,30
664266,202212,1,75
664266,202215,1,2
664266,202218,1,10
664266,202222,1,15
664266,202227,1,7
664266,202232,4,130
664266,202233,1,15
664266,202240,3,105
664266,202244,1,90
664266,202246,1,20
664266,202251,2,40
664266,202315,1,90
664266,202317,1,5
664266,202322,2,20
664271,202132,5,131
664271,202134,1,10
664271,202136,5,270
664271,202146,2,100
664271,202147,2,40
664271,202150,1,10
664271,202151,10,160
664271,202203,1,25
664271,202204,2,120
664271,202205,2,60
664271,202210,1,30
664271,202212,1,75
664271,202215,1,20
664271,202220,7,200
664271,202221,1,75
664271,202226,1,10
664271,202233,11,295
664271,202234,1,50
664271,202237,2,40
664271,202239,1,25
664271,202240,2,20
664271,202244,9,300
664271,202251,1,50
664271,202313,1,20
664271,202317,1,30
664271,202323,3,45
664272,202132,1,50
664272,202140,2,41
664272,202141,3,14
664272,202142,1,20
664272,202146,1,15
664272,202153,1,30
664272,202204,1,30
664272,202207,10,113
664272,202210,2,14
664272,202216,2,20
664272,202217,5,50
664272,202222,3,20
664272,202227,1,20
664272,202243,1,30
664272,202245,1,25
664272,202305,2,30
664272,202309,1,50
664272,202310,1,10
664272,202321,1,20
664272,202323,2,30
664272,202325,1,3
664274,202312,1,20
664276,202135,1,90
664276,202217,1,75
664276,202220,18,426
664276,202223,5,120
664276,202243,3,65
664276,202318,13,256
664281,202133,2,70
664281,202136,1,40
664281,202139,1,200
664281,202146,4,80
664281,202221,1,150
664281,202225,4,147
664281,202233,1,50
664281,202235,2,65
664281,202237,7,295
664281,202243,10,1180
664281,202244,1,270
664281,202248,5,265
664281,202302,11,500
664281,202304,3,65
664281,202305,9,480
664281,202307,2,70
664281,202308,1,56
664281,202309,7,550
664281,202310,1,10
664281,202315,1,20
664281,202318,9,710
664281,202322,6,450
664281,202325,1,20
664282,202146,1,5
664283,202132,1,20
664283,202135,1,90
664283,202141,5,101
664283,202147,4,250
664283,202211,2,40
664283,202213,3,12
664283,202216,2,32
664283,202217,1,10
664283,202218,1,15
664283,202225,1,75
664283,202234,2,10
664283,202236,1,30
664283,202239,3,68
664283,202240,1,90
664283,202241,2,10
664283,202242,3,50
664283,202245,1,90
664283,202248,8,565
664283,202251,1,20
664283,202253,1,10
664283,202301,18,360
664283,202306,1,15
664283,202308,1,90
664283,202309,10,395
664283,202310,1,10
664283,202318,1,10
664283,202321,1,90
664283,202323,6,190
664283,202324,1,10
664284,202147,1,90
664284,202151,1,3
664284,202214,1,10
664285,202216,1,10
664288,202138,9,445
664288,202151,2,33
664288,202203,2,100
664288,202205,2,20
664288,202220,15,443
664288,202227,1,30
664288,202234,1,20
664288,202245,2,40
664288,202301,1,50
664288,202311,34,1881
664288,202318,22,412
664288,202325,11,563
664289,202143,1,12
664289,202148,1,60
664289,202232,2,70
664289,202301,1,100
664289,202317,2,20
664289,202318,1,90
664289,202322,1,20
664290,202214,2,20
664290,202239,1,10
664290,202318,1,30
664292,202135,2,92
664292,202136,1,40
664292,202146,2,40
664292,202150,3,40
664292,202205,2,130
664292,202234,1,30
664292,202239,1,10
664292,202240,1,3
664292,202241,4,200
664292,202314,2,50
664292,202321,1,90
664293,202223,8,135
664293,202302,1,20
664293,202318,5,155
664298,202133,2,15
664298,202134,1,40
664298,202136,1,90
664298,202138,2,27
664298,202139,3,135
664298,202140,22,448
664298,202142,2,30
664298,202143,1,20
664298,202145,5,170
664298,202149,1,50
664298,202150,1,20
664298,202151,1,10
664298,202202,3,270
664298,202203,2,30
664298,202205,3,130
664298,202211,3,160
664298,202214,2,80
664298,202215,1,20
664298,202217,5,190
664298,202218,2,50
664298,202220,24,723
664298,202222,1,25
664298,202223,2,110
664298,202227,6,470
664298,202233,1,20
664298,202234,1,20
664298,202236,5,400
664298,202237,2,30
664298,202240,2,70
664298,202244,1,180
664298,202253,1,40
664298,202301,1,100
664298,202313,1,50
664298,202314,1,5
664298,202323,1,15
664298,202325,1,20
664300,202135,1,90
664300,202137,1,10
664300,202146,1,10
664300,202147,1,90
664300,202150,2,60
664300,202152,1,50
664300,202203,1,20
664300,202222,1,20
664300,202309,2,40
664301,202134,1,60
664301,202135,1,90
664301,202138,1,14
664301,202218,1,5
664301,202220,5,28
664301,202240,1,90
664301,202318,16,239
664301,202319,1,10
664301,202321,1,90
664302,202141,16,229
664302,202145,1,100
664302,202147,1,150
664302,202149,4,190
664302,202217,4,95
664302,202218,1,30
664302,202223,2,100
664302,202232,1,30
664302,202233,1,160
664302,202240,2,60
664302,202247,1,50
664302,202250,1,30
664302,202252,1,90
664302,202308,3,130
664302,202311,1,15
664302,202312,5,270
664302,202314,2,30
664302,202322,1,7
664302,202323,1,20
664302,202324,1,100
664311,202127,2,110
664311,202133,4,90
664311,202135,1,5
664311,202137,2,33
664311,202139,1,30
664311,202151,2,50
664311,202202,3,95
664311,202203,2,40
664311,202208,1,15
664311,202209,1,20
664311,202213,2,35
664311,202216,2,70
664311,202217,1,30
664311,202218,4,30
664311,202219,1,30
664311,202221,2,13
664311,202222,1,75
664311,202223,1,50
664311,202225,1,75
664311,202227,3,84
664311,202232,2,80
664311,202235,1,30
664311,202236,1,4
664311,202237,1,50
664311,202239,2,38
664311,202240,1,90
664311,202241,1,15
664311,202244,2,94
664311,202247,3,30
664311,202249,2,60
664311,202253,1,8
664311,202301,2,30
664311,202303,1,40
664311,202305,1,8
664311,202306,1,40
664311,202308,1,25
664311,202309,1,15
664311,202312,1,90
664311,202313,1,12
664311,202314,3,115
664311,202317,2,52
664311,202319,1,30
664311,202321,1,90
664311,202325,2,140
664312,202133,1,4
664312,202138,4,230
664312,202205,4,150
664312,202211,1,15
664312,202223,3,15
664313,202133,1,20
664313,202137,1,20
664313,202142,2,75
664313,202149,1,270
664313,202310,1,35
664313,202324,1,20
664314,202127,1,21
664314,202132,2,45
664314,202133,3,39
664314,202134,1,40
664314,202139,1,75
664314,202145,2,41
664314,202147,2,80
664314,202150,1,20
664314,202151,1,100
664314,202205,1,20
664314,202211,1,20
664314,202213,3,30
664314,202217,1,75
664314,202218,1,20
664314,202223,2,40
664314,202225,1,75
664314,202233,1,80
664314,202242,4,70
664314,202303,9,210
664314,202305,20,320
664314,202309,19,300
664314,202315,1,30
664314,202321,1,90
664314,202323,1,10
664317,202216,2,24
664317,202218,1,15
664317,202238,1,30
664317,202240,1,5
664317,202244,1,90
664317,202248,9,720
664317,202323,1,20
664317,202324,1,25
664317,202325,3,250
664318,202132,5,125
664318,202135,1,210
664318,202141,12,347
664318,202144,6,60
664318,202214,1,15
664318,202234,1,10
664318,202236,1,50
664318,202247,1,30
664318,202304,1,100
664318,202309,2,220
664318,202318,5,230
664319,202133,1,20
664320,202136,3,37
664320,202138,1,40
664320,202139,1,75
664320,202225,3,40
664320,202233,1,50
664320,202234,1,50
664320,202248,3,31
664321,202142,1,20
664321,202144,1,450
664321,202146,1,100
664321,202215,1,30
664321,202218,1,3
664321,202223,7,70
664321,202232,8,320
664321,202236,12,1880
664321,202240,1,15
664321,202244,1,540
664321,202318,30,519
664321,202322,3,200
664322,202227,2,320
664324,202146,3,40
664324,202149,2,40
664324,202150,2,25
664324,202216,2,30
664324,202217,1,15
664324,202218,2,20
664324,202222,1,5
664324,202224,1,5
664324,202308,1,50
664328,202143,1,15
664329,202323,2,10
664332,202235,1,5
664334,202217,1,150
664335,202128,1,10
664335,202131,2,20
664335,202132,3,82
664335,202133,6,86
664335,202134,6,120
664335,202135,2,40
664335,202136,3,80
664335,202137,3,80
664335,202138,3,70
664335,202140,5,151
664335,202141,2,90
664335,202142,1,20
664335,202143,2,50
664335,202144,1,10
664335,202145,10,452
664335,202146,2,90
664335,202147,3,120
664335,202150,2,60
664335,202203,1,50
664335,202206,1,1
664335,202210,5,240
664335,202211,3,40
664335,202213,2,80
664335,202214,4,150
664335,202215,4,105
664335,202217,2,40
664335,202220,2,25
664335,202222,1,120
664335,202223,3,250
664335,202224,2,120
664335,202225,1,100
664335,202226,2,30
664335,202227,1,10
664335,202232,1,20
664335,202233,2,60
664335,202234,2,100
664335,202235,2,25
664335,202236,8,315
664335,202237,1,100
664335,202238,3,120
664335,202239,3,130
664335,202240,1,10
664335,202241,10,495
664335,202242,5,230
664335,202243,3,130
664335,202244,1,30
664335,202245,1,100
664335,202246,8,325
664335,202247,9,410
664335,202248,4,190
664335,202250,2,150
664335,202252,2,100
664335,202302,4,250
664335,202303,2,60
664335,202304,1,60
664335,202305,11,270
664335,202306,2,200
664335,202307,1,50
664335,202308,1,30
664335,202309,1,50
664335,202310,2,100
664335,202311,1,15
664335,202312,1,50
664335,202313,2,60
664335,202314,2,100
664335,202316,1,50
664335,202318,6,300
664335,202320,1,30
664335,202321,1,100
664335,202323,9,546
664335,202325,3,110
664336,202143,1,20
664336,202144,1,50
664336,202145,1,25
664336,202151,1,20
664336,202203,3,300
664336,202215,4,230
664336,202218,2,30
664336,202220,35,1785
664336,202236,1,15
664336,202241,5,800
664336,202246,2,200
664336,202302,1,50
664336,202303,1,10
664336,202314,7,870
664336,202317,1,100
664337,202144,1,90
664337,202233,1,80
664339,202246,1,2
664340,202135,1,100
664340,202145,2,130
664340,202202,1,100
664340,202205,1,100
664340,202217,1,100
664340,202223,1,10
664340,202225,1,100
664340,202233,1,80
664340,202247,1,100
664340,202312,1,10
664342,202132,2,40
664342,202137,13,75
664344,202150,2,20
664344,202245,2,15
664344,202247,1,10
664346,202132,3,120
664346,202133,1,80
664346,202137,3,68
664346,202138,3,170
664346,202140,3,149
664346,202141,1,40
664346,202145,6,210
664346,202149,1,30
664346,202150,2,120
664346,202152,1,10
664346,202202,9,350
664346,202203,1,100
664346,202205,1,20
664346,202210,10,147
664346,202213,3,35
664346,202215,5,175
664346,202216,2,105
664346,202217,1,150
664346,202220,8,170
664346,202221,1,4
664346,202223,6,140
664346,202224,2,13
664346,202226,2,20
664346,202232,4,150
664346,202233,3,190
664346,202235,1,5
664346,202236,4,123
664346,202237,2,80
664346,202239,3,80
664346,202241,7,202
664346,202242,1,15
664346,202243,1,20
664346,202247,4,90
664346,202249,1,20
664346,202251,2,15
664346,202301,12,200
664346,202302,3,60
664346,202303,7,290
664346,202304,1,90
664346,202305,9,430
664346,202307,6,60
664346,202309,2,18
664346,202310,12,440
664346,202311,3,70
664346,202312,2,100
664346,202314,4,44
664346,202315,3,105
664346,202318,4,130
664346,202323,2,35
664346,202324,2,200
664346,202325,2,190
664348,202139,1,75
664348,202151,1,40
664348,202211,1,15
664348,202212,1,75
664348,202220,15,272
664348,202240,1,90
664348,202303,1,50
664348,202311,4,120
664348,202312,1,50
664348,202317,1,20
664348,202323,1,60
664348,202324,1,10
664350,202325,1,90
664351,202233,2,8
664351,202234,1,30
664351,202245,1,5
664351,202301,1,50
664351,202312,1,50
664351,202318,6,315
664352,202136,2,34
664352,202143,1,40
664352,202204,1,20
664352,202217,1,20
664352,202225,1,5
664352,202234,2,65
664352,202302,2,25
664352,202303,1,50
664353,202140,1,7
664353,202204,2,114
664353,202220,8,250
664353,202247,5,80
664354,202139,1,90
664354,202152,1,20
664354,202203,2,20
664354,202233,1,20
664354,202234,1,50
664354,202237,2,70
664354,202241,1,20
664354,202242,1,20
664354,202245,1,20
664354,202248,1,30
664354,202253,2,30
664354,202303,1,20
664354,202309,1,10
664354,202315,1,20
664354,202318,5,185
664354,202323,1,20
664356,202220,7,154
664356,202314,10,1100
664356,202323,1,50
664356,202325,1,90
664357,202134,1,10
664357,202141,14,290
664357,202222,1,8
664357,202227,3,70
664357,202234,1,100
664357,202236,2,38
664357,202238,3,220
664357,202306,1,10
664357,202312,2,32
664357,202314,4,115
664357,202323,1,30
664359,202249,8,260
664360,202127,1,63
664360,202132,4,140
664360,202134,7,112
664360,202135,1,90
664360,202136,8,197
664360,202138,1,30
664360,202139,3,210
664360,202140,18,253
664360,202142,2,20
664360,202143,1,30
664360,202144,1,15
664360,202145,7,265
664360,202147,4,70
664360,202153,2,110
664360,202202,2,200
664360,202203,7,240
664360,202204,1,50
664360,202205,2,150
664360,202206,2,130
664360,202210,5,90
664360,202212,5,100
664360,202213,5,130
664360,202215,11,151
664360,202216,3,40
664360,202220,17,457
664360,202222,2,70
664360,202223,7,168
664360,202225,6,85
664360,202227,1,50
664360,202232,6,170
664360,202236,11,295
664360,202239,4,140
664360,202243,10,450
664360,202245,1,50
664360,202247,5,196
664360,202249,2,200
664360,202250,2,70
664360,202253,1,15
664360,202301,10,260
664360,202304,2,140
664360,202310,3,120
664360,202311,7,160
664360,202312,1,30
664360,202313,2,120
664360,202314,3,100
664360,202317,2,100
664360,202318,5,170
664360,202319,2,70
664360,202322,2,100
664364,202137,1,14
664364,202138,1,40
664364,202140,13,169
664364,202145,2,17
664364,202202,3,50
664364,202203,1,10
664364,202206,1,50
664364,202210,2,30
664364,202220,3,45
664364,202226,1,10
664364,202233,5,50
664364,202234,1,10
664364,202236,4,110
664364,202243,1,20
664364,202252,1,50
664364,202302,2,30
664364,202309,1,30
664364,202314,4,60
664364,202315,2,20
664364,202317,1,10
664364,202318,21,256
664364,202322,2,15
664365,202134,1,100
664365,202136,7,310
664365,202141,24,698
664365,202220,5,210
664365,202221,7,120
664365,202223,1,50
664365,202224,6,155
664365,202235,3,50
664365,202238,9,150
664365,202247,1,90
664365,202250,1,20
664365,202318,12,360
664365,202324,3,16
664369,202139,20,323
664369,202147,1,4
664369,202202,1,30
664369,202216,1,10
664369,202309,1,20
664369,202318,1,25
664370,202305,3,18
664371,202303,1,50
664373,202145,1,20
664374,202132,2,200
664374,202146,1,200
664374,202206,3,270
664374,202216,2,150
664374,202217,2,220
664374,202227,1,50
664374,202245,1,300
664374,202252,2,180
664374,202303,1,200
664374,202304,1,50
664374,202318,2,300
664376,202147,1,75
664376,202212,1,10
664376,202316,2,17
664376,202325,1,1
664377,202133,2,150
664377,202141,1,10
664377,202217,1,100
664377,202225,4,135
664377,202239,1,40
664377,202240,1,50
664377,202321,9,262
664377,202324,4,175
664377,202325,1,20
664378,202237,7,41
664379,202135,2,92
664379,202136,1,10
664379,202138,2,70
664379,202146,1,30
664379,202153,1,150
664379,202203,5,205
664379,202206,2,76
664379,202217,3,175
664379,202218,2,20
664379,202221,1,15
664379,202223,2,60
664379,202225,2,40
664379,202226,1,5
664379,202233,1,80
664379,202237,4,60
664379,202239,1,50
664379,202245,4,53
664379,202247,1,50
664379,202250,4,62
664379,202301,1,40
664379,202305,1,40
664379,202308,1,7
664379,202310,1,10
664379,202311,1,30
664379,202312,3,30
664379,202316,5,42
664379,202318,1,10
664379,202321,1,15
664380,202224,1,50
664380,202250,1,10
664382,202132,2,40
664382,202133,1,2
664382,202136,3,80
664382,202140,6,141
664382,202145,7,126
664382,202210,7,110
664382,202217,2,76
664382,202223,5,130
664382,202235,1,15
664382,202236,2,70
664382,202238,2,30
664382,202239,2,25
664382,202244,12,320
664382,202246,2,15
664382,202306,9,290
664382,202309,7,210
664382,202311,3,70
664382,202317,2,20
664382,202318,16,91
664382,202323,1,15
664382,202325,1,10
664383,202143,1,10
664384,202132,3,60
664384,202136,3,34
664384,202145,4,104
664384,202146,1,15
664384,202150,2,26
664384,202151,1,16
664384,202203,1,10
664384,202204,2,65
664384,202211,1,10
664384,202213,4,90
664384,202214,1,20
664384,202217,1,75
664384,202223,2,60
664384,202225,1,75
664384,202232,2,50
664384,202234,2,115
664384,202240,1,9
664384,202242,1,50
664384,202244,1,90
664384,202249,1,10
664384,202306,1,10
664384,202308,1,20
664384,202317,3,80
664384,202318,3,90
664384,202319,1,20
664384,202325,2,140
664385,202132,2,22
664385,202133,1,20
664385,202136,1,10
664385,202139,1,40
664385,202141,7,109
664385,202149,1,6
664385,202212,1,60
664385,202214,1,10
664385,202225,1,60
664385,202247,1,7
664385,202249,2,90
664385,202318,1,20
664386,202204,1,1
664387,202131,1,50
664387,202133,1,10
664387,202134,2,60
664387,202135,2,100
664387,202136,2,110
664387,202138,1,40
664387,202144,1,90
664387,202146,1,50
664387,202153,2,55
664387,202203,5,45
664387,202204,3,50
664387,202207,9,165
664387,202209,3,30
664387,202210,2,40
664387,202211,5,170
664387,202214,3,25
664387,202215,4,60
664387,202216,2,30
664387,202217,4,430
664387,202218,6,62
664387,202222,4,95
664387,202223,3,70
664387,202224,1,10
664387,202225,2,20
664387,202226,1,12
664387,202227,2,45
664387,202232,1,50
664387,202233,2,30
664387,202234,2,25
664387,202235,2,30
664387,202236,1,15
664387,202237,1,30
664387,202239,4,35
664387,202240,4,120
664387,202241,1,50
664387,202242,4,32
664387,202243,2,40
664387,202244,3,120
664387,202245,5,70
664387,202246,4,60
664387,202247,2,60
664387,202248,1,20
664387,202249,2,90
664387,202252,1,20
664387,202253,1,30
664387,202301,5,60
664387,202302,1,30
664387,202303,1,50
664387,202305,5,50
664387,202307,3,130
664387,202309,7,75
664387,202310,4,120
664387,202312,1,30
664387,202314,1,10
664387,202316,1,50
664387,202317,6,50
664387,202318,8,77
664387,202319,2,45
664387,202320,1,25
664387,202321,3,120
664387,202322,2,30
664387,202324,2,10
664388,202134,1,40
664388,202139,1,90
664388,202146,2,94
664388,202148,1,10
664388,202153,1,50
664388,202204,1,100
664388,202215,1,30
664388,202217,1,150
664388,202220,6,105
664388,202222,1,4
664388,202224,1,50
664388,202225,1,75
664388,202233,1,80
664388,202240,1,90
664388,202248,2,230
664388,202253,1,50
664388,202301,1,50
664388,202324,1,30
664388,202325,1,90
664391,202243,2,20
664391,202309,1,10
664391,202318,1,50
664392,202133,4,230
664392,202145,8,1140
664392,202147,1,450
664392,202150,1,9
664392,202213,1,4
664392,202215,1,120
664392,202216,1,30
664392,202220,12,460
664392,202232,4,610
664392,202239,5,360
664392,202240,1,180
664392,202242,1,20
664392,202246,1,20
664392,202252,1,20
664392,202310,3,55
664392,202311,14,1800
664392,202312,1,100
664392,202314,6,900
664397,202149,1,10
664397,202150,1,16
664397,202216,1,8
664397,202314,1,20
664397,202318,1,50
664405,202128,2,35
664405,202132,1,10
664405,202133,2,20
664405,202134,1,80
664405,202135,1,10
664405,202139,1,10
664405,202140,7,189
664405,202142,1,4
664405,202147,1,30
664405,202151,4,160
664405,202207,7,124
664405,202222,2,14
664405,202224,1,20
664405,202227,2,25
664405,202236,1,4
664405,202239,1,20
664405,202245,2,20
664405,202302,1,10
664405,202303,1,20
664405,202319,2,24
664405,202323,2,50
664405,202326,1,15
664406,202137,4,130
664406,202317,1,20
664407,202143,1,20
664410,202135,2,3
664410,202138,1,14
664410,202139,3,34
664410,202141,4,129
664410,202142,3,30
664410,202146,1,10
664410,202150,1,5
664410,202202,3,30
664410,202205,9,73
664410,202209,1,5
664410,202210,3,40
664410,202212,1,60
664410,202215,1,10
664410,202216,1,5
664410,202217,1,20
664410,202218,2,20
664410,202222,1,20
664410,202224,1,10
664410,202227,5,66
664410,202233,1,80
664410,202234,1,9
664410,202235,2,31
664410,202237,1,7
664410,202242,5,50
664410,202243,1,10
664410,202244,1,5
664410,202245,1,20
664410,202247,1,2
664410,202248,2,60
664410,202249,5,140
664410,202302,2,15
664410,202304,2,15
664410,202308,1,28
664410,202309,1,10
664410,202314,5,70
664410,202317,2,60
664410,202318,4,95
664410,202322,1,30
664411,202138,2,29
664411,202139,1,90
664411,202144,1,20
664411,202145,2,60
664411,202146,1,20
664411,202149,6,70
664411,202151,1,50
664411,202203,9,245
664411,202205,1,5
664411,202208,1,100
664411,202213,2,7
664411,202216,3,34
664411,202217,2,60
664411,202218,1,75
664411,202226,1,15
664411,202227,2,12
664411,202231,1,30
664411,202233,2,83
664411,202235,1,20
664411,202239,7,325
664411,202240,3,85
664411,202250,3,25
664411,202251,1,20
664411,202252,1,90
664411,202301,2,20
664411,202305,8,715
664411,202307,3,40
664411,202309,8,705
664411,202310,3,50
664411,202312,1,180
664411,202321,1,20
664411,202322,1,30
664411,202323,1,30
664411,202324,2,25
664411,202325,1,90
664412,202134,2,40
664412,202137,5,92
664412,202138,4,40
664412,202141,22,328
664412,202145,7,141
664412,202147,1,10
664412,202203,5,100
664412,202211,1,20
664412,202213,5,85
664412,202215,1,10
664412,202216,1,10
664412,202217,1,20
664412,202222,3,85
664412,202227,1,2
664412,202246,1,60
664412,202251,1,10
664412,202301,9,180
664412,202302,1,10
664412,202304,2,100
664412,202321,1,90
664413,202216,1,10
664413,202246,1,5
664413,202314,1,20
664414,202150,1,10
664414,202203,1,20
664414,202319,2,15
664414,202325,6,27
664414,202328,5,21
664416,202146,1,12
664417,202140,14,131
664417,202239,1,10
664419,202223,1,50
664419,202239,2,20
664419,202244,1,10
664419,202318,1,20
664421,202247,6,120
664423,202146,1,10
664423,202205,6,85
664423,202222,1,20
664423,202235,3,30
664423,202241,6,80
664423,202245,10,100
664423,202247,12,310
664423,202250,1,10
664423,202253,1,20
664423,202307,3,30
664423,202311,1,25
664423,202315,2,70
664423,202317,1,20
664423,202319,3,41
664423,202322,1,3
664423,202325,2,22
664427,202205,3,50
664427,202222,1,20
664427,202235,1,20
664427,202241,2,40
664427,202243,4,50
664427,202245,1,20
664427,202246,1,10
664427,202250,1,10
664427,202251,1,20
664427,202315,1,10
664427,202319,1,10
664428,202133,1,10
664428,202217,1,30
664430,202134,10,138
664430,202152,3,20
664430,202153,2,40
664430,202212,1,50
664430,202216,1,6
664430,202221,1,5
664430,202223,1,50
664430,202225,1,75
664430,202226,1,5
664430,202234,1,50
664430,202236,1,3
664430,202241,1,6
664430,202250,1,10
664430,202301,1,10
664430,202303,1,50
664430,202305,1,10
664430,202310,1,10
664430,202311,1,50
664430,202314,2,25
664430,202319,6,40
664430,202328,1,12
664433,202133,2,20
664433,202134,2,30
664433,202136,3,60
664433,202137,1,2
664433,202140,6,131
664433,202143,1,3
664433,202145,2,20
664433,202147,3,135
664433,202210,4,92
664433,202213,2,5
664433,202214,1,10
664433,202218,2,6
664433,202220,1,20
664433,202223,5,130
664433,202225,1,15
664433,202227,1,2
664433,202232,3,45
664433,202233,4,80
664433,202237,2,70
664433,202239,2,60
664433,202240,1,10
664433,202244,1,20
664433,202301,1,10
664433,202302,2,30
664433,202307,1,10
664433,202308,2,60
664433,202311,2,30
664433,202315,1,90
664433,202317,1,20
664433,202318,10,265
664433,202323,2,16
664434,202220,22,224
664434,202226,1,150
664434,202233,3,94
664434,202235,6,95
664434,202236,2,60
664434,202241,1,10
664434,202244,1,90
664434,202245,11,195
664434,202246,1,30
664434,202304,1,90
664434,202307,3,100
664434,202308,1,100
664434,202315,1,90
664434,202321,1,25
664434,202322,1,50
664435,202212,1,75
664438,202138,1,20
664438,202209,1,10
664438,202214,1,10
664438,202216,1,9
664439,202132,1,1
664439,202140,1,10
664439,202202,1,200
664439,202212,1,5
664439,202234,1,5
664439,202240,2,95
664439,202247,2,80
664439,202248,2,20
664439,202305,1,10
664439,202325,1,50
664440,202217,1,10
664440,202220,2,25
664442,202305,3,18
664446,202151,4,160
664446,202205,3,140
664446,202210,2,120
664446,202211,4,94
664446,202217,1,20
664446,202218,2,25
664446,202224,1,10
664446,202226,1,5
664446,202236,4,100
664446,202239,2,120
664446,202240,1,90
664446,202245,3,300
664446,202312,1,90
664446,202314,2,35
664446,202315,1,100
664446,202317,1,2
664446,202318,3,130
664446,202322,1,10
664446,202323,6,410
664446,202325,2,30
664447,202133,3,85
664447,202141,1,20
664447,202147,2,120
664447,202217,1,50
664447,202237,1,20
664447,202240,1,90
664447,202251,1,30
664447,202316,2,40
664447,202318,6,381
664447,202325,1,2
664450,202225,5,500
664450,202310,1,50
664450,202321,6,299
664450,202328,2,30
664451,202318,11,128
664454,202139,6,115
664454,202143,3,40
664454,202153,1,4
664454,202205,2,20
664454,202213,1,100
664454,202221,1,5
664454,202225,1,75
664454,202235,1,30
664455,202133,2,40
664456,202135,2,30
664456,202136,1,5
664456,202137,3,32
664456,202140,1,4
664456,202145,1,10
664456,202146,2,15
664456,202148,9,157
664456,202149,2,32
664456,202153,1,5
664456,202207,1,10
664456,202213,2,20
664456,202214,2,22
664456,202218,1,5
664456,202233,4,80
664456,202236,2,15
664456,202240,2,20
664456,202241,1,20
664456,202245,1,1
664458,202133,3,50
664458,202136,4,170
664458,202139,1,90
664458,202141,1,5
664458,202146,3,33
664458,202150,3,25
664458,202205,12,289
664458,202213,1,15
664458,202217,2,30
664458,202225,1,10
664458,202234,3,90
664458,202238,1,10
664458,202239,4,49
664458,202241,1,10
664458,202253,1,15
664458,202308,1,20
664458,202314,3,25
664458,202317,2,10
664458,202318,10,112
664458,202322,2,20
664459,202132,16,404
664459,202133,5,117
664459,202134,5,60
664459,202135,4,35
664459,202136,5,70
664459,202137,6,115
664459,202138,8,100
664459,202139,2,30
664459,202141,17,420
664459,202143,1,40
664459,202144,7,229
664459,202145,12,255
664459,202146,6,240
664459,202149,3,50
664459,202150,3,30
664459,202151,2,100
664459,202153,4,170
664459,202202,6,205
664459,202203,6,90
664459,202205,7,170
664459,202206,11,182
664459,202207,3,40
664459,202209,1,10
664459,202210,1,20
664459,202211,6,95
664459,202212,2,20
664459,202213,2,30
664459,202214,11,199
664459,202216,3,23
664459,202217,2,150
664459,202220,13,420
664459,202221,1,10
664459,202222,1,20
664459,202223,7,175
664459,202224,4,60
664459,202225,8,164
664459,202226,8,185
664459,202231,3,40
664459,202232,9,300
664459,202233,3,120
664459,202235,7,70
664459,202236,5,100
664459,202237,5,80
664459,202238,1,30
664459,202239,12,570
664459,202240,4,40
664459,202242,4,120
664459,202244,1,20
664459,202245,2,15
664459,202246,2,50
664459,202247,1,20
664459,202248,1,30
664459,202249,8,250
664459,202250,4,50
664459,202251,1,30
664459,202252,11,320
664459,202253,2,43
664459,202305,2,20
664459,202308,6,71
664459,202310,2,12
664459,202312,2,50
664459,202313,2,20
664459,202315,7,171
664459,202316,2,30
664459,202317,2,15
664459,202318,20,350
664459,202319,3,50
664459,202320,1,30
664459,202321,6,100
664459,202322,1,20
664459,202323,9,185
664459,202324,1,35
664459,202325,2,100
664460,202136,5,86
664460,202138,1,100
664460,202139,1,50
664460,202145,1,30
664460,202146,1,20
664460,202148,1,100
664460,202149,1,4
664460,202151,1,25
664460,202153,1,40
664460,202202,1,200
664460,202203,7,86
664460,202204,3,30
664460,202206,3,135
